Name,Platform_S,n_platforms,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,isSeries
Gran Turismo 6,PS3,1,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,81,81,77,758,Polyphony Digital,E,1
Grand Ages: Medieval,PS4,1,2015,Strategy,Kalypso Media,0,0.05,0.02,0.01,0.07,64,10,71,12,Gaming Minds Studios,T,0
Grand Kingdom,PS4/PSV,2,2015,Role-Playing,Nippon Ichi Software,0.04,0.01,0.07,0.02,0.13,77,33,84.5,63,Spike Chunsoft,T,0
Grand Prix Challenge,PS2,1,2002,Racing,Atari,0.04,0.03,0,0.01,0.08,76,9,92,9,Atari,E,0
Grand Slam Tennis 2,PS3,1,2012,Sports,Electronic Arts,0.09,0.1,0,0.04,0.23,73,36,52,17,EA Sports,E,0
Grand Theft Auto 2,PS,1,1998,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42,70,15,80,67,DMA Design,T,1
Grand Theft Auto III,PS2,1,2001,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1,97,56,85,664,DMA Design,M,1
Grand Theft Auto IV,PS3,1,2008,Action,Take-Two Interactive,4.76,3.69,0.44,1.61,10.5,98,64,75,2833,Rockstar North,M,1
Grand Theft Auto V,PS3/PS4,2,2013,Action,Take-Two Interactive,10.98,15.4,1.36,5.93,33.65,97,66,82.5,3994,Rockstar North,M,1
Grand Theft Auto: Chinatown Wars,PSP,1,2009,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06,90,77,73,146,Rockstar Leeds,M,1
Grand Theft Auto: Liberty City Stories,PS2/PSP,2,2005,Action,Take-Two Interactive,4.46,4.21,0.31,2.23,11.23,83,65,77,451,Rockstar Leeds,M,1
Grand Theft Auto: San Andreas,PS2,1,2004,Action,Take-Two Interactive,9.43,0.4,0.41,10.57,20.81,95,80,90,1588,Rockstar North,M,1
Grand Theft Auto: Vice City,PS2,1,2002,Action,Take-Two Interactive,8.41,5.49,0.47,1.78,16.15,95,62,87,730,Rockstar North,M,1
Grand Theft Auto: Vice City Stories,PS2/PSP,2,2006,Action,Take-Two Interactive,2.48,2.02,0.19,1.31,6,80.5,50,79.5,150,Rockstar Leeds,M,1
Grandia,PS,1,1999,Role-Playing,Ubisoft,0.14,0.09,0,0.02,0.25,89,14,66,77,Game Arts,E,1
Grandia II,PS2,1,2002,Role-Playing,Ubisoft,0.14,0.11,0,0.04,0.29,71,19,86,31,Game Arts,T,1
Grandia III,PS2,1,2005,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49,77,38,83,53,Game Arts,T,1
Grandia Xtreme,PS2,1,2002,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38,68,16,65,15,Game Arts,T,1
Gravity Games Bike: Street Vert Dirt,PS2,1,2002,Sports,Midway Games,0.05,0.04,0,0.01,0.1,24,12,41,27,Midway,T,1
Gravity Rush,PSV,1,2012,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56,83,73,85,625,SCE Japan Studio,T,1
Gravity Rush Remastered,PS4,1,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,80,62,82,153,Bluepoint Games,T,1
Green Day: Rock Band,PS3,1,2010,Misc,MTV Games,0.19,0.15,0,0.06,0.41,76,41,63,24,"Harmonix Music Systems, Demiurge Studios",T,0
Green Lantern: Rise of the Manhunters,PS3,1,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0,0.02,0.17,61,12,67,17,Double Helix Games,T,0
Greg Hastings' Tournament Paintball Max'd,PS2,1,2006,Shooter,Activision,0.01,0,0,0,0.01,70,8,92,32,Activision Value,E10+,0
Gretzky NHL,PSP,1,2005,Sports,Sony Computer Entertainment,0.1,0,0,0.01,0.1,61,23,74,10,Page 44 Studios,E,1
Gretzky NHL 06,PSP,1,2005,Sports,Sony Computer Entertainment,0.13,0,0,0.01,0.14,65,22,68,4,Page 44 Studios,E10+,1
Gretzky NHL 2005,PS2,1,2004,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17,66,24,91,14,Page 44 Studios,E,1
GRID,PS3,1,2008,Racing,Codemasters,0.31,0.56,0.03,0.2,1.1,87,39,81,109,Codemasters,E,1
GRID 2,PS3,1,2013,Racing,Codemasters,0.07,0.22,0.01,0.08,0.37,82,20,66,173,Codemasters,E,1
GRID Autosport,PS3,1,2014,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,75,35,68,62,Codemasters,E,1
GrimGrimoire,PS2,1,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0,0.05,79,39,79,17,Vanilla Ware,E10+,0
GripShift,PSP,1,2005,Racing,Ubisoft,0.08,0,0,0.01,0.09,70,37,87,22,Sidhe Interactive,E,0
Growlanser Generations,PS2,1,2003,Role-Playing,Atlus,0.06,0.04,0,0.01,0.11,81,19,77,19,Career Soft,T,1
Growlanser: Heritage of War,PS2,1,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22,60,7,79,9,Career Soft,T,1
Guilty Gear Isuka,PS2,1,2004,Fighting,505 Games,0.05,0.04,0,0.01,0.1,73,39,75,13,Arc System Works,T,1
Guilty Gear Judgment,PSP,1,2006,Fighting,Majesco Entertainment,0.13,0,0.02,0.01,0.16,77,17,66,8,Arc System Works,T,1
Guilty Gear X,PS2,1,2001,Fighting,Sammy Corporation,0.06,0.05,0,0.02,0.12,79,15,78,16,Arc System Works,T,1
Guilty Gear X2,PS2,1,2002,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35,87,31,87,34,Arc System Works,T,1
Guilty Gear XX Accent Core,PS2,1,2007,Fighting,Unknown,0,0,0.04,0,0.04,77,9,83,16,Arc System Works,T,1
Guitar Hero,PS2,1,2005,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38,91,65,87,173,Harmonix Music Systems,T,1
Guitar Hero 5,PS2/PS3,2,2009,Misc,Activision,0.81,0.69,0,0.71,2.21,78.5,54,41.5,87,BudCat,T,1
Guitar Hero Encore: Rocks The 80s,PS2,1,2007,Misc,RedOctane,0.92,0.04,0,0.15,1.11,69,50,63,31,Harmonix Music Systems,T,1
Guitar Hero II,PS2,1,2006,Misc,RedOctane,3.81,0.63,0,0.68,5.12,92,69,85,112,Harmonix Music Systems,T,1
Guitar Hero III: Legends of Rock,PS2/PS3,2,2007,Misc,Activision,4.89,0.54,0.03,1.78,7.22,82.5,45,80,52,"Neversoft Entertainment, BudCat",T,1
Guitar Hero Live,PS4,1,2015,Misc,Activision,0.34,0.38,0,0.14,0.86,80,69,62,160,FreeStyleGames,T,1
Guitar Hero: Aerosmith,PS2/PS3,2,2008,Misc,Activision,1.34,0.15,0,0.29,1.78,70.5,39,56.5,26,Neversoft Entertainment,T,1
Guitar Hero: Metallica,PS3,1,2009,Misc,Activision,0.28,0.24,0,0.1,0.62,86,44,80,48,Neversoft Entertainment,T,1
Guitar Hero: Smash Hits,PS2/PS3,2,2009,Misc,Activision,0.31,0.12,0,0.15,0.57,71,34,77.5,9,Beenox,T,1
Guitar Hero: Van Halen,PS3,1,2009,Misc,Activision,0.14,0.09,0,0.04,0.27,59,33,47,9,Neversoft Entertainment,T,1
Guitar Hero: Warriors of Rock,PS3,1,2010,Misc,Activision,0.33,0.34,0,0.13,0.81,74,46,71,30,Neversoft Entertainment,T,1
Guitar Hero: World Tour,PS3,1,2008,Misc,Activision,1.1,0.55,0,0.27,1.92,84,43,75,80,Neversoft Entertainment,T,1
Gun,PS2,1,2005,Shooter,Activision,0.98,0.04,0,0.16,1.17,77,43,87,70,Neversoft Entertainment,M,1
Gun Showdown,PSP,1,2006,Action,Activision,0.05,0,0,0.01,0.06,73,41,76,9,"Rebellion, Neversoft Entertainment",M,1
Gundam Battle Assault,PS,1,1998,Fighting,Namco Bandai Games,0.13,0.09,0,0.02,0.23,61,4,78,4,Natsume,T,0
Gungrave,PS2,1,2002,Shooter,Activision,0.09,0.07,0,0.02,0.19,65,28,86,16,Seta Corporation,M,1
Gungrave: Overdose,PS2,1,2004,Shooter,Play It,0.07,0.05,0,0.02,0.14,68,50,87,12,Seta Corporation,M,1
Hail to the Chimp,PS3,1,2008,Misc,Gamecock,0.05,0,0,0,0.05,51,19,45,4,Wideload Games Inc.,T,0
Hakuoki: Demon of the Fleeting Blossom,PSP,1,2009,Adventure,Idea Factory,0.08,0,0,0.01,0.09,79,4,83,30,Idea Factory,M,0
Half-Life,PS2,1,2001,Shooter,Vivendi Games,0.29,0.23,0,0.08,0.6,87,24,86,94,Gearbox Software,M,0
Half-Minute Hero,PSP,1,2009,Role-Playing,Rising Star Games,0.08,0.01,0.07,0.01,0.18,84,41,78,38,Opus,E10+,0
Hammerin' Hero,PSP,1,2008,Action,Irem Software Engineering,0.06,0,0,0.01,0.07,73,19,73,8,Irem,E10+,0
Harry Potter and the Chamber of Secrets,PS2,1,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,71,16,76,49,Electronic Arts,E,1
Harry Potter and the Deathly Hallows - Part 1,PS3,1,2010,Action,Electronic Arts,0.13,0.2,0,0.07,0.39,38,27,28,23,EA Bright Light,T,1
Harry Potter and the Deathly Hallows - Part 2,PS3,1,2011,Action,Electronic Arts,0.14,0.13,0,0.05,0.32,43,21,57,27,EA Bright Light,T,1
Harry Potter and the Goblet of Fire,PS2/PSP,2,2005,Action,Electronic Arts,0.71,0.02,0,0.11,0.84,69,29,70.5,48,Electronic Arts,E10+,1
Harry Potter and the Half-Blood Prince,PS3,1,2009,Action,Electronic Arts,0.15,0.12,0,0.05,0.33,66,35,71,17,EA Bright Light,E10+,1
Harry Potter and the Order of the Phoenix,PS2/PS3/PSP,3,2007,Action,Electronic Arts,0.41,0.3,0,0.16,0.88,60,35,74,28,EA Games,E10+,1
Harry Potter and the Prisoner of Azkaban,PS2,1,2004,Action,Electronic Arts,0.5,0.39,0,0.13,1.02,70,29,87,29,EA Games,E,1
Harry Potter and the Sorcerer's Stone,PS/PS2,2,2001,Action,Electronic Arts,1.51,2.11,0.14,0.26,4.01,60,14,75.5,41,Argonaut Games,E,1
Harry Potter: Quidditch World Cup,PS2,1,2003,Sports,Electronic Arts,0.44,0.34,0,0.11,0.9,68,21,66,27,Magic Pockets,E,1
Harvest Moon: Back to Nature,PS,1,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32,82,6,93,78,Victor Interactive Software,E,1
Harvest Moon: Hero of Leaf Valley,PSP,1,2009,Simulation,Rising Star Games,0.07,0.02,0.05,0.01,0.14,74,6,79,12,Marvelous Entertainment,E,1
Harvey Birdman: Attorney at Law,PSP,1,2008,Adventure,Capcom,0.09,0,0,0.01,0.1,62,19,80,8,High Voltage Software,T,0
Hatsune Miku: Project Diva f,PS3/PSV,2,2012,Misc,Sega,0.08,0,0.42,0.02,0.51,77,10,82,108,Sega,T,1
Hatsune Miku: Project Diva F 2nd,PS3/PSV,2,2014,Misc,Sega,0.17,0.08,0.26,0.07,0.57,79.5,15,85,69,Sega,T,1
Hatsune Miku: Project Diva X,PS4/PSV,2,2016,Misc,Sega,0.03,0,0.12,0,0.17,80.5,22,77,41,Sega,T,1
Haunting Ground,PS2,1,2005,Action,Capcom,0.03,0.03,0,0.01,0.07,67,33,88,44,Capcom,M,0
Haze,PS3,1,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55,65,65,294,Free Radical Design,M,0
HBO Boxing,PS,1,2000,Fighting,Acclaim Entertainment,0.12,0.08,0,0.01,0.21,26,7,40,5,Osiris Studios,E,0
Headhunter,PS2,1,2002,Action,Sega,0.19,0.15,0,0.05,0.38,74,24,78,19,Amuze,M,1
Headhunter: Redemption,PS2,1,2004,Action,Sega,0.02,0.01,0,0,0.04,62,29,67,7,Amuze,M,1
Heavenly Sword,PS3,1,2007,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79,64,83,544,Ninja Theory,T,0
Heavy Fire: Afghanistan,PS3,1,2011,Shooter,Unknown,0.17,0,0,0.02,0.18,39,5,33,16,Teyon,T,0
Heavy Rain,PS3,1,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87,107,77,2759,Quantic Dream,M,0
Hellboy: The Science of Evil,PS3/PSP,2,2008,Action,Konami Digital Entertainment,0.17,0.02,0,0.02,0.21,44.5,23,66,13,Krome Studios,T,0
Herdy Gerdy,PS2,1,2002,Adventure,Eidos Interactive,0.11,0.08,0,0.03,0.22,69,24,50,12,Core Design Ltd.,E,0
Here They Lie,PS4,1,2016,Adventure,Sony Computer Entertainment,0,0.02,0,0,0.02,62,31,65,36,The Tangentlemen,M,0
Heroes of the Pacific,PS2,1,2005,Simulation,Codemasters,0.14,0.11,0,0.04,0.29,76,31,84,15,IR Gurus,T,0
Heroes over Europe,PS3,1,2009,Simulation,Ubisoft,0.12,0.02,0,0.02,0.16,62,34,70,16,"Atari, Transmission Games, Atari SA",T,0
Hexyz Force,PSP,1,2009,Role-Playing,Atlus,0.07,0,0.06,0.01,0.14,68,13,73,21,Sting,T,0
Hidden Invasion,PS2,1,2001,Shooter,Swing! Entertainment,0.04,0.03,0,0.01,0.08,39,4,58,4,Toka,T,0
High Heat Major League Baseball 2003,PS2,1,2002,Sports,3DO,0.18,0.14,0,0.05,0.37,84,23,79,7,3DO,E,1
High Heat Major League Baseball 2004,PS2,1,2003,Sports,3DO,0.18,0.14,0,0.05,0.36,83,17,81,12,3DO,E,1
High Velocity Bowling,PS3,1,2010,Sports,Sony Computer Entertainment,0.13,0,0,0.01,0.15,66,14,81,23,SCEA,E10+,0
Hitman 2: Silent Assassin,PS2,1,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85,19,78,78,Io Interactive,M,1
Hitman: Absolution,PS3,1,2012,Action,Square Enix,0.59,1.05,0.07,0.44,2.14,83,30,75,511,Io Interactive,M,1
Hitman: Blood Money,PS2,1,2006,Action,Eidos Interactive,0.25,0.19,0,0.06,0.5,83,36,84,104,Io Interactive,M,1
Hitman: Contracts,PS2,1,2004,Shooter,Eidos Interactive,0.39,0.31,0,0.1,0.8,80,39,83,43,Io Interactive,M,1
Hitman: HD Trilogy,PS3,1,2013,Action,Square Enix,0.07,0.09,0,0.04,0.21,71,20,76,46,Io Interactive,M,1
Hogs of War,PS,1,2000,Strategy,Infogrames,0.01,0.01,0,0,0.02,62,10,88,31,Infogrames Sheffield,T,0
Homefront,PS3,1,2011,Shooter,THQ,0.32,0.39,0.04,0.15,0.9,70,60,57,174,Kaos Studios,M,1
Homefront: The Revolution,PS4,1,2016,Shooter,Deep Silver,0.06,0.21,0.03,0.05,0.35,48,43,38,212,Deep Silver Dambuster Studios,M,1
Hoshigami: Ruining Blue Earth,PS,1,2001,Role-Playing,Max Five,0.03,0.02,0,0,0.05,62,9,87,26,Max Five,E,0
Hot Pixel,PSP,1,2007,Puzzle,Atari,0.03,0,0,0,0.03,55,35,65,6,zSlide,T,0
Hot Shots Golf 3,PS2,1,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,85,30,89,16,Clap Hanz,E,1
Hot Shots Golf: Open Tee,PSP,1,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,81,57,87,34,Clap Hanz,E10+,1
Hot Shots Golf: Open Tee 2,PSP,1,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68,82,42,86,12,Clap Hanz,E,1
Hot Shots Golf: Out of Bounds,PS3,1,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,81,66,88,32,Clap Hanz,E,1
Hot Shots Golf: World Invitational,PSV,1,2011,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,0.55,76,55,81,77,Clap Hanz,E,1
Hot Shots Tennis,PS2,1,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,70,44,81,8,Clap Hanz,E,1
Hot Shots Tennis: Get a Grip,PSP,1,2010,Sports,Sony Computer Entertainment,0.07,0,0.13,0.01,0.21,80,27,80,17,Clap Hanz,E,1
Hot Wheels Velocity X,PS2,1,2002,Racing,THQ,0.23,0.18,0,0.06,0.47,54,7,71,16,Beyond Games,E,1
Hot Wheels World Race,PS2,1,2003,Racing,THQ,0.21,0.16,0,0.05,0.42,55,5,77,9,Climax Group,E,1
Hot Wheels: Stunt Track Challenge,PS2,1,2004,Racing,THQ,0.29,0.23,0,0.08,0.59,62,8,81,8,Climax Group,E,1
How to Train Your Dragon,PS3,1,2010,Action,Activision,0.12,0.03,0,0.02,0.18,51,18,70,6,Etranges Libellules,E10+,0
HSX HyperSonic.Xtreme,PS2,1,2002,Racing,Midas Interactive Entertainment,0.25,0.2,0,0.07,0.51,53,17,84,8,Blade Interactive,E,0
htoL#NiQ: The Firefly Diary,PSV,1,2014,Platform,Nippon Ichi Software,0,0,0.01,0,0.01,58,16,77,23,Nippon Ichi Software,T,0
Hulk,PS2,1,2003,Action,Universal Interactive,0.52,0.41,0,0.14,1.06,71,28,83,22,Radical Entertainment,T,0
Hunted: The Demon's Forge,PS3,1,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.03,0.25,57,34,62,70,InXile Entertainment,M,0
Hunter: The Reckoning  Wayward,PS2,1,2003,Action,Interplay,0.21,0.16,0,0.06,0.43,68,27,88,16,High Voltage Software,M,0
Hyperdevotion Noire: Goddess Black Heart,PSV,1,2014,Role-Playing,Idea Factory,0.04,0.01,0.06,0.02,0.13,68,24,71,36,Sting,T,1
Hyperdimension Neptunia,PS3,1,2010,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43,45,31,70,148,"Idea Factory, Compile Heart",T,1
Hyperdimension Neptunia U: Action Unleashed,PSV,1,2014,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.11,71,20,68,44,Tamsoft,T,1
Hyperdimension Neptunia Victory,PS3,1,2012,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,55,19,78,94,"Idea Factory, Compile Heart",T,1
I-Ninja,PS2,1,2003,Platform,Sony Computer Entertainment,0.19,0.15,0,0.05,0.4,73,39,83,22,Argonaut Games,T,0
Ice Age 2: The Meltdown,PS2,1,2006,Platform,Vivendi Games,0.19,0.15,0,0.05,0.39,68,19,80,6,Eurocom Entertainment Software,E10+,1
Ice Age: Dawn of the Dinosaurs,PS3,1,2009,Action,Activision,0.13,0.03,0,0.02,0.19,67,23,73,7,Activision,E10+,1
ICO,PS2,1,2001,Action,Sony Computer Entertainment,0.23,0.18,0,0.06,0.47,90,59,88,328,SCE Japan Studio,T,0
IL-2 Sturmovik: Birds of Prey,PS3,1,2009,Simulation,505 Games,0.34,0.25,0,0.1,0.68,81,28,73,20,Gaijin Entertainment,T,0
In The Groove,PS2,1,2005,Misc,RedOctane,0.04,0.03,0,0.01,0.07,72,14,90,13,Roxor Games,E,0
Incredible Crisis,PS,1,1999,Action,Titus,0.04,0.03,0,0.01,0.08,80,11,75,11,Polygon Magic,T,0
Indiana Jones and the Staff of Kings,PS2/PSP,2,2009,Action,Activision,0.22,0.1,0,0.21,0.53,59,10,76.5,17,LucasArts,T,0
Indigo Prophecy,PS2,1,2005,Adventure,Atari,0.07,0.06,0,0.02,0.15,83,47,78,104,Quantic Dream,M,0
inFAMOUS,PS3,1,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,85,98,83,1172,Sucker Punch,T,1
inFAMOUS 2,PS3,1,2011,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,83,90,84,932,Sucker Punch,T,1
Infamous: First Light,PS4,1,2014,Action,Sony Computer Entertainment,0,0.03,0,0,0.03,73,70,75,580,Sucker Punch,T,1
inFAMOUS: Second Son,PS4,1,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,80,90,79,2944,Sucker Punch,T,1
Infected,PSP,1,2005,Shooter,THQ,0.14,0,0,0.01,0.15,74,49,83,30,Planet Moon Studios,M,0
Injustice: Gods Among Us,PS3,1,2013,Fighting,Warner Bros. Interactive Entertainment,0.48,0.5,0.01,0.2,1.18,78,37,79,282,NetherRealm Studios,T,0
Innocent Life: A Futuristic Harvest Moon,PSP,1,2006,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16,67,22,78,23,ArtePiazza,E,0
InuYasha: A Feudal Fairy Tale,PS,1,2002,Fighting,Namco Bandai Games,0,0,0.1,0.01,0.11,69,5,90,74,Dimps Corporation,T,1
InuYasha: Feudal Combat,PS2,1,2005,Fighting,Namco Bandai Games,0.13,0.1,0,0.03,0.27,52,14,83,21,Eighting,T,1
InuYasha: The Secret of the Cursed Mask,PS2,1,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0,0.06,0.43,51,7,81,28,Kamui,T,1
Inversion,PS3,1,2012,Shooter,Namco Bandai Games,0.03,0.03,0,0.01,0.07,56,23,54,43,Saber Interactive,M,0
Invizimals,PSP,1,2009,Strategy,Sony Computer Entertainment,0.17,0.5,0,0.11,0.79,69,32,73,19,Novarama,E10+,1
Invizimals: The Alliance,PSV,1,2013,Action,Sony Computer Entertainment,0,0.06,0,0.02,0.08,69,16,68,10,Novarama,E10+,1
Invizimals: The Lost Kingdom,PS3,1,2013,Action,Sony Computer Entertainment,0,0.02,0,0,0.02,50,16,50,14,Magenta Software,E10+,1
Iron Man,PS2/PS3/PSP,3,2008,Action,Sega,1.14,0.34,0,0.39,1.85,44.33333333,27,61,45,Secret Level,T,1
Iron Man 2,PS3,1,2010,Action,Sega,0.14,0.18,0,0.07,0.39,41,28,52,36,Sega Studios San Francisco,T,1
ISS Pro Evolution,PS,1,1998,Sports,Konami Digital Entertainment,0,0,0.71,0.05,0.76,94,4,87,40,KCET,E,0
J Stars Victory Vs.,PSV,1,2014,Fighting,Namco Bandai Games,0,0.03,0.17,0.01,0.21,74,5,79,29,Bandai Namco Games,T,0
Jackass the Game,PS2/PSP,2,2007,Action,Empire Interactive,0.23,0.19,0,0.09,0.5,58,24,68,14,Sidhe Interactive,M,0
Jade Cocoon 2,PS2,1,2001,Role-Playing,Ubisoft,0.05,0.04,0,0.01,0.1,76,16,78,22,Genki,T,1
Jak 3,PS2,1,2004,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85,84,55,86,246,Naughty Dog,T,1
Jak and Daxter: The Lost Frontier,PS2/PSP,2,2009,Platform,Sony Computer Entertainment,0.4,0.44,0,0.21,1.07,71.5,47,54.5,32,High Impact Games,E10+,1
Jak and Daxter: The Precursor Legacy,PS2,1,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90,35,87,312,Naughty Dog,E,1
Jak II,PS2,1,2003,Platform,Sony Computer Entertainment,1.68,0.74,0,0.36,2.78,87,47,82,241,Naughty Dog,T,1
Jak X: Combat Racing,PS2,1,2005,Racing,Sony Computer Entertainment,0.45,0.02,0,0.07,0.55,76,46,77,63,Naughty Dog,T,1
James Bond 007: Agent Under Fire,PS2,1,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72,27,79,48,EA Redwood Shores,T,1
James Bond 007: Blood Stone,PS3,1,2010,Shooter,Activision,0.18,0.36,0.02,0.13,0.7,65,49,74,45,Bizarre Creations,T,1
James Bond 007: Everything or Nothing,PS2,1,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31,84,42,91,51,EA Redwood Shores,T,1
James Bond 007: Nightfire,PS2,1,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77,20,85,66,Eurocom Entertainment Software,T,1
JASF: Jane's Advanced Strike Fighters,PS3,1,2011,Simulation,Deep Silver,0.07,0.03,0,0.01,0.11,41,7,31,7,Trickstar Games,T,0
Jaws Unleashed,PS2,1,2006,Action,THQ,0.5,0.02,0,0.08,0.6,52,29,75,39,Appaloosa Interactive,M,0
Jeanne d'Arc,PSP,1,2006,Role-Playing,Sony Computer Entertainment,0.21,0,0.1,0.02,0.33,87,45,82,74,Level 5,T,0
Jeremy McGrath Supercross World,PS2,1,2001,Racing,Acclaim Entertainment,0.11,0.09,0,0.03,0.23,35,9,34,16,Acclaim,T,0
Jikandia: The Timeless Land,PSP,1,2010,Role-Playing,Idea Factory,0.03,0,0,0,0.03,60,5,72,5,Opus Studio,T,0
Jimmie Johnson's Anything With an Engine,PS3,1,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.08,67,5,68,4,Isopod Labs,E10+,0
John Daly's ProStroke Golf,PS3,1,2010,Sports,O-Games,0.09,0.01,0,0.01,0.11,58,23,41,8,Gusto Games,E,0
JoJo's Bizarre Adventure: All Star Battle,PS3,1,2013,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58,71,53,83,55,CyberConnect2,T,1
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,1,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,61,35,74,44,CyberConnect2,T,1
Jonny Moseley Mad Trix,PS2,1,2001,Sports,3DO,0.07,0.05,0,0.02,0.14,44,14,57,6,3DO,T,0
Journey,PS3,1,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.13,0,0.04,0.21,92,78,88,1381,ThatGameCompany,E,0
Judge Dredd: Dredd Vs Death,PS2,1,2003,Shooter,BAM! Entertainment,0.01,0.01,0,0,0.03,52,13,53,9,Rebellion,M,0
Juiced,PS2,1,2005,Racing,THQ,0.26,0.2,0,0.07,0.53,68,36,77,24,Juice Games,T,1
Juiced 2: Hot Import Nights,PS2/PS3/PSP,3,2007,Racing,THQ,0.43,0.39,0.02,0.19,1.01,70,10,69.66666667,11,Juice Games,T,1
Juiced: Eliminator,PSP,1,2006,Racing,THQ,0.11,0.2,0,0.12,0.42,65,24,82,6,Juice Games,T,1
Jurassic Park: Operation Genesis,PS2,1,2003,Simulation,Konami Digital Entertainment,0.13,0.1,0,0.03,0.27,75,13,89,21,Blue Tongue Entertainment,T,0
Just Cause,PS2,1,2006,Action,Eidos Interactive,0.01,0.01,0,0,0.02,67,23,79,41,Avalanche Studios,M,1
Just Cause 2,PS3,1,2010,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,83,66,80,291,Avalanche Studios,M,1
Just Cause 3,PS4,1,2015,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,73,42,65,403,Avalanche Studios,M,1
Just Dance 2014,PS3/PS4,2,2013,Misc,Ubisoft,0.36,0.3,0,0.13,0.79,76,6,63,51,Ubisoft,E10+,1
Just Dance 2015,PS4,1,2014,Misc,Ubisoft,0.19,0.13,0,0.07,0.39,72,8,58,32,Ubisoft,E10+,1
Just Dance 2016,PS4,1,2015,Misc,Ubisoft,0.17,0.13,0,0.06,0.36,73,10,68,20,Ubisoft,E10+,1
Just Dance 3,PS3,1,2011,Misc,Ubisoft,0.33,0.2,0,0.09,0.62,75,5,60,7,Ubisoft,E10+,1
Just Dance 4,PS3,1,2012,Misc,Ubisoft,0.26,0.11,0,0.06,0.43,77,5,71,29,Ubisoft,E10+,1
Justice League Heroes,PSP,1,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,0.22,72,13,78,5,Snowblind Studios,T,0
K-1 World Grand Prix,PS2,1,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,67,24,90,7,Konami,T,0
Kao the Kangaroo Round 2,PS2,1,2005,Platform,JoWood Productions,0.01,0.01,0,0,0.02,58,12,87,7,Tate Interactive,E,1
Karaoke Revolution,PS2,1,2003,Misc,Konami Digital Entertainment,0.17,0.13,0,0.04,0.35,83,29,91,17,Harmonix Music Systems,E,1
